timestamp,value,hours,daylight,DayOfTheWeek,WeekDay,time_epoch,categories,anomaly
2013-07-05 05:00:00,20.971646027777776,5,0,4,1,13730004,2,0
2013-07-05 06:00:00,20.416323455555556,6,0,4,1,13730040,2,0
2013-07-05 07:00:00,20.75090367222222,7,1,4,1,13730076,3,0
2013-07-05 08:00:00,20.473971355555552,8,1,4,1,13730112,3,0
2013-07-05 09:00:00,21.28772750555556,9,1,4,1,13730148,3,0
2013-07-05 10:00:00,21.27808717777778,10,1,4,1,13730184,3,0
2013-07-05 11:00:00,22.51697935,11,1,4,1,13730220,3,0
2013-07-05 12:00:00,22.024003844444444,12,1,4,1,13730256,3,0
2013-07-05 13:00:00,22.734576688888886,13,1,4,1,13730292,3,0
2013-07-05 14:00:00,22.57643796111111,14,1,4,1,13730328,3,0
2013-07-05 15:00:00,22.75501714444444,15,1,4,1,13730364,3,0
2013-07-05 16:00:00,22.30678933888889,16,1,4,1,13730400,3,0
2013-07-05 17:00:00,22.314486455555556,17,1,4,1,13730436,3,0
2013-07-05 18:00:00,22.391992077777775,18,1,4,1,13730472,3,0
2013-07-05 19:00:00,22.434612333333334,19,1,4,1,13730508,3,0
2013-07-05 20:00:00,22.56241593888889,20,1,4,1,13730544,3,0
2013-07-05 21:00:00,22.653330944444455,21,1,4,1,13730580,3,0
2013-07-05 22:00:00,22.176093822222224,22,1,4,1,13730616,3,0
2013-07-05 23:00:00,21.974271394444443,23,0,4,1,13730652,2,0
2013-07-06 00:00:00,22.01720223888889,0,0,5,0,13730688,0,0
2013-07-06 01:00:00,21.442630672222226,1,0,5,0,13730724,0,0
2013-07-06 02:00:00,21.58471248333333,2,0,5,0,13730760,0,0
2013-07-06 03:00:00,21.713760133333338,3,0,5,0,13730796,0,0
2013-07-06 04:00:00,21.581795844444446,4,0,5,0,13730832,0,0
2013-07-06 05:00:00,21.240234777777776,5,0,5,0,13730868,0,0
2013-07-06 06:00:00,21.18235448888889,6,0,5,0,13730904,0,0
2013-07-06 07:00:00,21.071795200000004,7,1,5,0,13730940,1,0
2013-07-06 08:00:00,20.71430545555556,8,1,5,0,13730976,1,0
2013-07-06 09:00:00,20.959103955555555,9,1,5,0,13731012,1,0
2013-07-06 10:00:00,20.105612516666667,10,1,5,0,13731048,1,0
2013-07-06 11:00:00,20.50933078333334,11,1,5,0,13731084,1,0
2013-07-06 12:00:00,19.59344698888889,12,1,5,0,13731120,1,0
2013-07-06 13:00:00,19.42497783333333,13,1,5,0,13731156,1,0
2013-07-06 14:00:00,19.86965766111111,14,1,5,0,13731192,1,0
2013-07-06 15:00:00,19.39921431111111,15,1,5,0,13731228,1,0
2013-07-06 16:00:00,19.78067934444444,16,1,5,0,13731264,1,0
2013-07-06 17:00:00,19.54256165,17,1,5,0,13731300,1,0
2013-07-06 18:00:00,19.9958558,18,1,5,0,13731336,1,0
2013-07-06 19:00:00,19.587877883333338,19,1,5,0,13731372,1,0
2013-07-06 20:00:00,19.21893276666667,20,1,5,0,13731408,1,0
2013-07-06 21:00:00,19.926976427777774,21,1,5,0,13731444,1,0
2013-07-06 22:00:00,19.606778166666665,22,1,5,0,13731480,1,0
2013-07-06 23:00:00,19.535209200000004,23,0,5,0,13731516,0,0
2013-07-07 00:00:00,19.04204693333333,0,0,6,0,13731552,0,0
2013-07-07 01:00:00,18.87143725,1,0,6,0,13731588,0,0
2013-07-07 02:00:00,18.509123872222226,2,0,6,0,13731624,0,0
2013-07-07 03:00:00,18.571737505555557,3,0,6,0,13731660,0,0
2013-07-07 04:00:00,19.306102183333337,4,0,6,0,13731696,0,0
2013-07-07 05:00:00,18.15773175,5,0,6,0,13731732,0,0
2013-07-07 06:00:00,18.091781622222218,6,0,6,0,13731768,0,0
2013-07-07 07:00:00,18.960920477777776,7,1,6,0,13731804,1,0
2013-07-07 08:00:00,18.942294744444446,8,1,6,0,13731840,1,0
2013-07-07 09:00:00,18.319340166666663,9,1,6,0,13731876,1,0
2013-07-07 10:00:00,17.963772016666667,10,1,6,0,13731912,1,0
2013-07-07 11:00:00,18.634125088888894,11,1,6,0,13731948,1,0
2013-07-07 12:00:00,17.72949688888889,12,1,6,0,13731984,1,0
2013-07-07 13:00:00,18.33846906666666,13,1,6,0,13732020,1,0
2013-07-07 14:00:00,17.80434425555556,14,1,6,0,13732056,1,0
2013-07-07 15:00:00,17.921288066666666,15,1,6,0,13732092,1,0
2013-07-07 16:00:00,17.718513183333332,16,1,6,0,13732128,1,0
2013-07-07 17:00:00,17.85728036111111,17,1,6,0,13732164,1,0
2013-07-07 18:00:00,17.875523383333338,18,1,6,0,13732200,1,0
2013-07-07 19:00:00,17.309489944444447,19,1,6,0,13732236,1,0
2013-07-07 20:00:00,17.437166072222222,20,1,6,0,13732272,1,0
2013-07-07 21:00:00,17.772437366666665,21,1,6,0,13732308,1,0
2013-07-07 22:00:00,17.04154918888889,22,1,6,0,13732344,1,0
2013-07-07 23:00:00,17.914796427777777,23,0,6,0,13732380,0,0
2013-07-08 00:00:00,16.93376948888889,0,0,0,1,13732416,2,0
2013-07-08 01:00:00,16.683641366666663,1,0,0,1,13732452,2,0
2013-07-08 02:00:00,17.450866911111113,2,0,0,1,13732488,2,0
2013-07-08 03:00:00,16.502838838888888,3,0,0,1,13732524,2,0
2013-07-08 04:00:00,17.097299699999997,4,0,0,1,13732560,2,0
2013-07-08 05:00:00,16.31359783888889,5,0,0,1,13732596,2,0
2013-07-08 06:00:00,16.494355955555555,6,0,0,1,13732632,2,0
2013-07-08 07:00:00,16.7780493,7,1,0,1,13732668,3,0
2013-07-08 08:00:00,17.212670677777776,8,1,0,1,13732704,3,0
2013-07-08 09:00:00,18.026739422222224,9,1,0,1,13732740,3,0
2013-07-08 10:00:00,18.518304038888893,10,1,0,1,13732776,3,0
2013-07-08 11:00:00,19.17385766111111,11,1,0,1,13732812,3,0
2013-07-08 12:00:00,19.93641237222222,12,1,0,1,13732848,3,0
2013-07-08 13:00:00,19.568059511111112,13,1,0,1,13732884,3,0
2013-07-08 14:00:00,20.04936181666667,14,1,0,1,13732920,3,0
2013-07-08 15:00:00,20.306985977777778,15,1,0,1,13732956,3,0
2013-07-08 16:00:00,21.289074399999997,16,1,0,1,13732992,3,0
2013-07-08 17:00:00,21.38085435,17,1,0,1,13733028,3,0
2013-07-08 18:00:00,22.410167522222224,18,1,0,1,13733064,3,0
2013-07-08 19:00:00,21.772680444444447,19,1,0,1,13733100,3,0
2013-07-08 20:00:00,21.533276500000014,20,1,0,1,13733136,3,0
2013-07-08 21:00:00,21.428197150000003,21,1,0,1,13733172,3,0
2013-07-08 22:00:00,20.492068388888885,22,1,0,1,13733208,3,0
2013-07-08 23:00:00,20.20464868888889,23,0,0,1,13733244,2,0
2013-07-09 00:00:00,20.2344373,0,0,1,1,13733280,2,0
2013-07-09 01:00:00,19.75457974444445,1,0,1,1,13733316,2,0
2013-07-09 02:00:00,19.160240111111115,2,0,1,1,13733352,2,0
2013-07-09 03:00:00,18.894109183333335,3,0,1,1,13733388,2,0
2013-07-09 04:00:00,18.268103727777778,4,0,1,1,13733424,2,0
2013-07-09 05:00:00,18.774498727777782,5,0,1,1,13733460,2,0
2013-07-09 06:00:00,18.7200983,6,0,1,1,13733496,2,0
2013-07-09 07:00:00,18.97096516111111,7,1,1,1,13733532,3,0
2013-07-09 08:00:00,19.71034426111111,8,1,1,1,13733568,3,0
2013-07-09 09:00:00,19.68870229444444,9,1,1,1,13733604,3,0
2013-07-09 10:00:00,20.278216733333338,10,1,1,1,13733640,3,0
2013-07-09 11:00:00,21.07426563333333,11,1,1,1,13733676,3,0
2013-07-09 12:00:00,21.482537677777785,12,1,1,1,13733712,3,0
2013-07-09 13:00:00,20.796466722222217,13,1,1,1,13733748,3,0
2013-07-09 14:00:00,21.225810672222224,14,1,1,1,13733784,3,0
2013-07-09 15:00:00,21.238904983333338,15,1,1,1,13733820,3,0
2013-07-09 16:00:00,21.990895727777783,16,1,1,1,13733856,3,0
2013-07-09 17:00:00,21.98020432222222,17,1,1,1,13733892,3,0
2013-07-09 18:00:00,21.68287473888889,18,1,1,1,13733928,3,0
2013-07-09 19:00:00,22.68392555555556,19,1,1,1,13733964,3,0
2013-07-09 20:00:00,21.742871172222223,20,1,1,1,13734000,3,0
2013-07-09 21:00:00,20.956017655555556,21,1,1,1,13734036,3,0
2013-07-09 22:00:00,20.653114705555556,22,1,1,1,13734072,3,0
2013-07-09 23:00:00,20.733107122222222,23,0,1,1,13734108,2,0
2013-07-10 00:00:00,20.451446966666666,0,0,2,1,13734144,2,0
2013-07-10 01:00:00,20.30953793888889,1,0,2,1,13734180,2,0
2013-07-10 02:00:00,19.850349372222226,2,0,2,1,13734216,2,0
2013-07-10 03:00:00,19.893418527777776,3,0,2,1,13734252,2,0
2013-07-10 04:00:00,19.407097894444444,4,0,2,1,13734288,2,0
2013-07-10 05:00:00,18.80036976111111,5,0,2,1,13734324,2,0
2013-07-10 06:00:00,18.974819711111106,6,0,2,1,13734360,2,0
2013-07-10 07:00:00,18.767362783333333,7,1,2,1,13734396,3,0
2013-07-10 08:00:00,19.62993753888889,8,1,2,1,13734432,3,0
2013-07-10 09:00:00,19.63810238888889,9,1,2,1,13734468,3,0
2013-07-10 10:00:00,20.973899833333338,10,1,2,1,13734504,3,0
2013-07-10 11:00:00,21.057993977777773,11,1,2,1,13734540,3,0
2013-07-10 12:00:00,21.44124712777777,12,1,2,1,13734576,3,0
2013-07-10 13:00:00,21.14414882222222,13,1,2,1,13734612,3,0
2013-07-10 14:00:00,21.68125301111111,14,1,2,1,13734648,3,0
2013-07-10 15:00:00,21.97842548888889,15,1,2,1,13734684,3,0
2013-07-10 16:00:00,21.657244149999997,16,1,2,1,13734720,3,0
2013-07-10 17:00:00,22.100331727777778,17,1,2,1,13734756,3,0
2013-07-10 18:00:00,23.002333277777794,18,1,2,1,13734792,3,0
2013-07-10 19:00:00,22.00217774444444,19,1,2,1,13734828,3,0
2013-07-10 20:00:00,21.378031744444442,20,1,2,1,13734864,3,0
2013-07-10 21:00:00,20.826555972222227,21,1,2,1,13734900,3,0
2013-07-10 22:00:00,20.763722672222215,22,1,2,1,13734936,3,0
2013-07-10 23:00:00,20.37085934444444,23,0,2,1,13734972,2,0
2013-07-11 00:00:00,20.586890155555555,0,0,3,1,13735008,2,0
2013-07-11 01:00:00,20.711769950000004,1,0,3,1,13735044,2,0
2013-07-11 02:00:00,20.005117550000005,2,0,3,1,13735080,2,0
2013-07-11 03:00:00,20.321681394444447,3,0,3,1,13735116,2,0
2013-07-11 04:00:00,19.164166288888886,4,0,3,1,13735152,2,0
2013-07-11 05:00:00,19.305580611111107,5,0,3,1,13735188,2,0
2013-07-11 06:00:00,19.123916238888892,6,0,3,1,13735224,2,0
2013-07-11 07:00:00,19.7376636,7,1,3,1,13735260,3,0
2013-07-11 08:00:00,19.940816105555555,8,1,3,1,13735296,3,0
2013-07-11 09:00:00,20.611750388888893,9,1,3,1,13735332,3,0
2013-07-11 10:00:00,21.39764168333333,10,1,3,1,13735368,3,0
2013-07-11 11:00:00,21.95199868888889,11,1,3,1,13735404,3,0
2013-07-11 12:00:00,21.54952126666667,12,1,3,1,13735440,3,0
2013-07-11 13:00:00,21.624494305555555,13,1,3,1,13735476,3,0
2013-07-11 14:00:00,21.90926617222222,14,1,3,1,13735512,3,0
2013-07-11 15:00:00,22.6502708,15,1,3,1,13735548,3,0
2013-07-11 16:00:00,22.324222827777774,16,1,3,1,13735584,3,0
2013-07-11 17:00:00,22.350950888888885,17,1,3,1,13735620,3,0
2013-07-11 18:00:00,22.302839583333334,18,1,3,1,13735656,3,0
2013-07-11 19:00:00,22.59204512222222,19,1,3,1,13735692,3,0
2013-07-11 20:00:00,22.081462266666662,20,1,3,1,13735728,3,0
2013-07-11 21:00:00,21.93068797222222,21,1,3,1,13735764,3,0
2013-07-11 22:00:00,21.211100405555555,22,1,3,1,13735800,3,0
2013-07-11 23:00:00,21.121269038888883,23,0,3,1,13735836,2,0
2013-07-12 00:00:00,20.90782828333333,0,0,4,1,13735872,2,0
2013-07-12 01:00:00,20.689816550000003,1,0,4,1,13735908,2,0
2013-07-12 02:00:00,20.804147561111108,2,0,4,1,13735944,2,0
2013-07-12 03:00:00,20.867419227777773,3,0,4,1,13735980,2,0
2013-07-12 04:00:00,19.68415790555555,4,0,4,1,13736016,2,0
2013-07-12 05:00:00,19.597713894444443,5,0,4,1,13736052,2,0
2013-07-12 06:00:00,19.80167952222222,6,0,4,1,13736088,2,0
2013-07-12 07:00:00,19.50907345,7,1,4,1,13736124,3,0
2013-07-12 08:00:00,20.325641299999997,8,1,4,1,13736160,3,0
2013-07-12 09:00:00,20.304879638888888,9,1,4,1,13736196,3,0
2013-07-12 10:00:00,20.990896855555555,10,1,4,1,13736232,3,0
2013-07-12 11:00:00,21.18703593333333,11,1,4,1,13736268,3,0
2013-07-12 12:00:00,22.110314888888876,12,1,4,1,13736304,3,0
2013-07-12 13:00:00,22.751815049999998,13,1,4,1,13736340,3,0
2013-07-12 14:00:00,22.99087928888889,14,1,4,1,13736376,3,0
2013-07-12 15:00:00,22.625315861111112,15,1,4,1,13736412,3,0
2013-07-12 16:00:00,23.487394116666664,16,1,4,1,13736448,3,0
2013-07-12 17:00:00,23.10525673888889,17,1,4,1,13736484,3,0
2013-07-12 18:00:00,22.82096955,18,1,4,1,13736520,3,0
2013-07-12 19:00:00,23.62460028333333,19,1,4,1,13736556,3,0
2013-07-12 20:00:00,22.514179905555554,20,1,4,1,13736592,3,0
2013-07-12 21:00:00,22.57924652222222,21,1,4,1,13736628,3,0
2013-07-12 22:00:00,23.042929655555554,22,1,4,1,13736664,3,0
2013-07-12 23:00:00,22.430672744444443,23,0,4,1,13736700,2,0
2013-07-13 00:00:00,21.782316133333335,0,0,5,0,13736736,0,0
2013-07-13 01:00:00,22.35325777222222,1,0,5,0,13736772,0,0
2013-07-13 02:00:00,21.72217966666668,2,0,5,0,13736808,0,0
2013-07-13 03:00:00,21.644369172222223,3,0,5,0,13736844,0,0
2013-07-13 04:00:00,21.252056061111116,4,0,5,0,13736880,0,0
2013-07-13 05:00:00,21.830236411111116,5,0,5,0,13736916,0,0
2013-07-13 06:00:00,21.320111916666665,6,0,5,0,13736952,0,0
2013-07-13 07:00:00,21.297412788888884,7,1,5,0,13736988,1,0
2013-07-13 08:00:00,20.534041766666668,8,1,5,0,13737024,1,0
2013-07-13 09:00:00,20.374883061111106,9,1,5,0,13737060,1,0
2013-07-13 10:00:00,20.378569727777776,10,1,5,0,13737096,1,0
2013-07-13 11:00:00,21.166237733333336,11,1,5,0,13737132,1,0
2013-07-13 12:00:00,20.71731108888889,12,1,5,0,13737168,1,0
2013-07-13 13:00:00,20.638578799999998,13,1,5,0,13737204,1,0
2013-07-13 14:00:00,20.766920444444438,14,1,5,0,13737240,1,0
2013-07-13 15:00:00,20.181830205555556,15,1,5,0,13737276,1,0
2013-07-13 16:00:00,20.395372277777774,16,1,5,0,13737312,1,0
2013-07-13 17:00:00,20.79461881666667,17,1,5,0,13737348,1,0
2013-07-13 18:00:00,20.625380772222222,18,1,5,0,13737384,1,0
2013-07-13 19:00:00,20.780608344444445,19,1,5,0,13737420,1,0
2013-07-13 20:00:00,20.360425088888885,20,1,5,0,13737456,1,0
2013-07-13 21:00:00,19.82281618333333,21,1,5,0,13737492,1,0
2013-07-13 22:00:00,20.64646218888889,22,1,5,0,13737528,1,0
2013-07-13 23:00:00,20.11101187777778,23,0,5,0,13737564,0,0
2013-07-14 00:00:00,20.074850111111115,0,0,6,0,13737600,0,0
2013-07-14 01:00:00,19.603270549999998,1,0,6,0,13737636,0,0
2013-07-14 02:00:00,19.876319216666662,2,0,6,0,13737672,0,0
2013-07-14 03:00:00,20.224444916666666,3,0,6,0,13737708,0,0
2013-07-14 04:00:00,20.06908246111111,4,0,6,0,13737744,0,0
2013-07-14 05:00:00,19.23875356666667,5,0,6,0,13737780,0,0
2013-07-14 06:00:00,19.863345099999997,6,0,6,0,13737816,0,0
2013-07-14 07:00:00,19.55392603888889,7,1,6,0,13737852,1,0
2013-07-14 08:00:00,18.997286272222222,8,1,6,0,13737888,1,0
2013-07-14 09:00:00,19.463706522222218,9,1,6,0,13737924,1,0
2013-07-14 10:00:00,19.106828383333337,10,1,6,0,13737960,1,0
2013-07-14 11:00:00,19.4383896,11,1,6,0,13737996,1,0
2013-07-14 12:00:00,19.281400122222223,12,1,6,0,13738032,1,0
2013-07-14 13:00:00,18.83074010555556,13,1,6,0,13738068,1,0
2013-07-14 14:00:00,18.97394794444444,14,1,6,0,13738104,1,0
2013-07-14 15:00:00,18.86014826111111,15,1,6,0,13738140,1,0
2013-07-14 16:00:00,18.99191702777778,16,1,6,0,13738176,1,0
2013-07-14 17:00:00,18.86483555555556,17,1,6,0,13738212,1,0
2013-07-14 18:00:00,19.21166628888889,18,1,6,0,13738248,1,0
2013-07-14 19:00:00,19.550689861111113,19,1,6,0,13738284,1,0
2013-07-14 20:00:00,19.302541711111115,20,1,6,0,13738320,1,0
2013-07-14 21:00:00,18.832609816666668,21,1,6,0,13738356,1,0
2013-07-14 22:00:00,18.621137933333337,22,1,6,0,13738392,1,0
2013-07-14 23:00:00,18.880394516666666,23,0,6,0,13738428,0,0
2013-07-15 00:00:00,19.238379550000005,0,0,0,1,13738464,2,0
2013-07-15 01:00:00,18.28211589444445,1,0,0,1,13738500,2,0
2013-07-15 02:00:00,18.305457555555556,2,0,0,1,13738536,2,0
2013-07-15 03:00:00,18.689024833333338,3,0,0,1,13738572,2,0
2013-07-15 04:00:00,17.96290098888889,4,0,0,1,13738608,2,0
2013-07-15 05:00:00,18.785558100000003,5,0,0,1,13738644,2,0
2013-07-15 06:00:00,17.887843933333333,6,0,0,1,13738680,2,0
2013-07-15 07:00:00,18.773764594444444,7,1,0,1,13738716,3,0
2013-07-15 08:00:00,19.150127100000002,8,1,0,1,13738752,3,0
2013-07-15 09:00:00,19.006192716666664,9,1,0,1,13738788,3,0
2013-07-15 10:00:00,20.224145833333335,10,1,0,1,13738824,3,0
2013-07-15 11:00:00,20.84282224444444,11,1,0,1,13738860,3,0
2013-07-15 12:00:00,20.776370672222225,12,1,0,1,13738896,3,0
2013-07-15 13:00:00,21.618270250000002,13,1,0,1,13738932,3,0
2013-07-15 14:00:00,21.60487843888889,14,1,0,1,13738968,3,0
2013-07-15 15:00:00,21.727622738888883,15,1,0,1,13739004,3,0
2013-07-15 16:00:00,22.759756155555554,16,1,0,1,13739040,3,0
2013-07-15 17:00:00,22.23761645,17,1,0,1,13739076,3,0
2013-07-15 18:00:00,23.306682127777783,18,1,0,1,13739112,3,0
2013-07-15 19:00:00,22.986661233333336,19,1,0,1,13739148,3,0
2013-07-15 20:00:00,23.059831872222226,20,1,0,1,13739184,3,0
2013-07-15 21:00:00,22.62174872777778,21,1,0,1,13739220,3,0
2013-07-15 22:00:00,22.485665505555556,22,1,0,1,13739256,3,0
2013-07-15 23:00:00,22.26919844444445,23,0,0,1,13739292,2,0
2013-07-16 00:00:00,21.31160946111111,0,0,1,1,13739328,2,0
2013-07-16 01:00:00,21.694739222222225,1,0,1,1,13739364,2,0
2013-07-16 02:00:00,21.706568716666666,2,0,1,1,13739400,2,0
2013-07-16 03:00:00,21.396514483333338,3,0,1,1,13739436,2,0
2013-07-16 04:00:00,21.21255016666666,4,0,1,1,13739472,2,0
2013-07-16 05:00:00,21.030796550000005,5,0,1,1,13739508,2,0
2013-07-16 06:00:00,19.994486683333335,6,0,1,1,13739544,2,0
2013-07-16 07:00:00,20.254255766666663,7,1,1,1,13739580,3,0
2013-07-16 08:00:00,20.150573877777777,8,1,1,1,13739616,3,0
2013-07-16 09:00:00,20.53410125,9,1,1,1,13739652,3,0
2013-07-16 10:00:00,20.96909338333333,10,1,1,1,13739688,3,0
2013-07-16 11:00:00,21.453175099999996,11,1,1,1,13739724,3,0
2013-07-16 12:00:00,21.765812594444444,12,1,1,1,13739760,3,0
2013-07-16 13:00:00,22.437081666666668,13,1,1,1,13739796,3,0
2013-07-16 14:00:00,22.45107646666667,14,1,1,1,13739832,3,0
2013-07-16 15:00:00,23.160074916666662,15,1,1,1,13739868,3,0
2013-07-16 16:00:00,23.190701238888888,16,1,1,1,13739904,3,0
2013-07-16 17:00:00,23.19784345555556,17,1,1,1,13739940,3,0
2013-07-16 18:00:00,23.513341905555556,18,1,1,1,13739976,3,0
2013-07-16 19:00:00,23.257769949999997,19,1,1,1,13740012,3,0
2013-07-16 20:00:00,23.215829494444446,20,1,1,1,13740048,3,0
2013-07-16 21:00:00,22.77924916111111,21,1,1,1,13740084,3,0
2013-07-16 22:00:00,22.247453038888885,22,1,1,1,13740120,3,0
2013-07-16 23:00:00,21.71524282777777,23,0,1,1,13740156,2,0
2013-07-17 00:00:00,22.21386961111111,0,0,2,1,13740192,2,0
2013-07-17 01:00:00,21.728666722222208,1,0,2,1,13740228,2,0
2013-07-17 02:00:00,21.664826444444437,2,0,2,1,13740264,2,0
2013-07-17 03:00:00,20.700469288888886,3,0,2,1,13740300,2,0
2013-07-17 04:00:00,20.84716951111111,4,0,2,1,13740336,2,0
2013-07-17 05:00:00,20.363323938888886,5,0,2,1,13740372,2,0
2013-07-17 06:00:00,20.245678811111116,6,0,2,1,13740408,2,0
2013-07-17 07:00:00,20.548287288888886,7,1,2,1,13740444,3,0
2013-07-17 08:00:00,20.067313300000002,8,1,2,1,13740480,3,0
2013-07-17 09:00:00,21.26503381666667,9,1,2,1,13740516,3,0
2013-07-17 10:00:00,20.81476117777778,10,1,2,1,13740552,3,0
2013-07-17 11:00:00,21.290373405555556,11,1,2,1,13740588,3,0
2013-07-17 12:00:00,22.11546638888889,12,1,2,1,13740624,3,0
2013-07-17 13:00:00,22.25798064444444,13,1,2,1,13740660,3,0
2013-07-17 14:00:00,22.49219295,14,1,2,1,13740696,3,0
2013-07-17 15:00:00,22.4212381,15,1,2,1,13740732,3,0
2013-07-17 16:00:00,23.739033727777773,16,1,2,1,13740768,3,0
2013-07-17 17:00:00,23.586629627777775,17,1,2,1,13740804,3,0
2013-07-17 18:00:00,24.122683616666666,18,1,2,1,13740840,3,0
2013-07-17 19:00:00,23.85011727222222,19,1,2,1,13740876,3,0
2013-07-17 20:00:00,23.03427511111112,20,1,2,1,13740912,3,0
2013-07-17 21:00:00,23.02368922777778,21,1,2,1,13740948,3,0
2013-07-17 22:00:00,23.10792145555556,22,1,2,1,13740984,3,0
2013-07-17 23:00:00,22.53530883888889,23,0,2,1,13741020,2,0
2013-07-18 00:00:00,22.043480461111113,0,0,3,1,13741056,2,0
2013-07-18 01:00:00,22.56453176111111,1,0,3,1,13741092,2,0
2013-07-18 02:00:00,21.36752836666667,2,0,3,1,13741128,2,0
2013-07-18 03:00:00,21.49272346111111,3,0,3,1,13741164,2,0
2013-07-18 04:00:00,21.821241288888885,4,0,3,1,13741200,2,0
2013-07-18 05:00:00,21.28432906111111,5,0,3,1,13741236,2,0
2013-07-18 06:00:00,20.85439610555555,6,0,3,1,13741272,2,0
2013-07-18 07:00:00,21.332377366666663,7,1,3,1,13741308,3,0
2013-07-18 08:00:00,20.90743492222222,8,1,3,1,13741344,3,0
2013-07-18 09:00:00,20.817858877777773,9,1,3,1,13741380,3,0
2013-07-18 10:00:00,21.92443637777778,10,1,3,1,13741416,3,0
2013-07-18 11:00:00,22.45174593333334,11,1,3,1,13741452,3,0
2013-07-18 12:00:00,21.652093277777777,12,1,3,1,13741488,3,0
2013-07-18 13:00:00,22.449178755555554,13,1,3,1,13741524,3,0
2013-07-18 14:00:00,23.27699666111111,14,1,3,1,13741560,3,0
2013-07-18 15:00:00,23.33053514444445,15,1,3,1,13741596,3,0
2013-07-18 16:00:00,23.63361435555555,16,1,3,1,13741632,3,0
2013-07-18 17:00:00,23.339243633333336,17,1,3,1,13741668,3,0
2013-07-18 18:00:00,24.661121727777775,18,1,3,1,13741704,3,0
2013-07-18 19:00:00,24.276217261111114,19,1,3,1,13741740,3,0
2013-07-18 20:00:00,24.10227148888889,20,1,3,1,13741776,3,0
2013-07-18 21:00:00,23.402769988888892,21,1,3,1,13741812,3,0
2013-07-18 22:00:00,24.119082877777778,22,1,3,1,13741848,3,0
2013-07-18 23:00:00,23.718955483333332,23,0,3,1,13741884,2,0
2013-07-19 00:00:00,22.820322061111113,0,0,4,1,13741920,2,0
2013-07-19 01:00:00,22.868805094444447,1,0,4,1,13741956,2,0
2013-07-19 02:00:00,23.05877444444444,2,0,4,1,13741992,2,0
2013-07-19 03:00:00,23.403887816666668,3,0,4,1,13742028,2,0
2013-07-19 04:00:00,23.173068105555558,4,0,4,1,13742064,2,0
2013-07-19 05:00:00,22.211347155555554,5,0,4,1,13742100,2,0
2013-07-19 06:00:00,21.806200077777774,6,0,4,1,13742136,2,0
2013-07-19 07:00:00,22.31126198333334,7,1,4,1,13742172,3,0
2013-07-19 08:00:00,21.873926205555556,8,1,4,1,13742208,3,0
2013-07-19 09:00:00,21.9543924,9,1,4,1,13742244,3,0
2013-07-19 10:00:00,22.374321833333333,10,1,4,1,13742280,3,0
2013-07-19 11:00:00,22.1204095,11,1,4,1,13742316,3,0
2013-07-19 12:00:00,23.226092183333336,12,1,4,1,13742352,3,0
2013-07-19 13:00:00,22.748522538888885,13,1,4,1,13742388,3,0
2013-07-19 14:00:00,24.070967172222222,14,1,4,1,13742424,3,0
2013-07-19 15:00:00,24.31049385555556,15,1,4,1,13742460,3,0
2013-07-19 16:00:00,24.23123692222222,16,1,4,1,13742496,3,0
